module,path,layer,status,incoming,outgoing,action,reason
delbot_platform.ai.registry.loader,delbot_platform/ai/registry/loader.py,ai,LEGACY,1,0,BLOCKED,Referenced by other modules
delbot_platform.config.loader,delbot_platform/config/loader.py,config,LEGACY,1,0,BLOCKED,Referenced by other modules
delbot_platform.document_intelligence.loader.pdf_loader,delbot_platform/document_intelligence/loader/pdf_loader.py,document_intelligence,LEGACY,1,0,BLOCKED,Referenced by other modules
delbot_platform.documents.registry.manager,delbot_platform/documents/registry/manager.py,documents,LEGACY,3,0,BLOCKED,Referenced by other modules
delbot_platform.documents.registry.memory,delbot_platform/documents/registry/memory.py,documents,LEGACY,1,0,BLOCKED,Referenced by other modules
delbot_platform.gateway.providers.infinity,delbot_platform/gateway/providers/infinity.py,gateway,LEGACY,1,0,BLOCKED,Referenced by other modules
delbot_platform.gateway.providers.vllm,delbot_platform/gateway/providers/vllm.py,gateway,LEGACY,1,0,BLOCKED,Referenced by other modules
delbot_platform.gateway.routers.health,delbot_platform/gateway/routers/health.py,gateway,LEGACY,1,0,BLOCKED,Referenced by other modules
delbot_platform.ai.__init__,delbot_platform/ai/__init__.py,ai,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.ai.client.__init__,delbot_platform/ai/client/__init__.py,ai,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.ai.client.llm_client,delbot_platform/ai/client/llm_client.py,ai,CANONICAL,3,0,KEEP,Canonical module
delbot_platform.ai.embedding.base_embedding_provider,delbot_platform/ai/embedding/base_embedding_provider.py,ai,CANONICAL,2,0,KEEP,Canonical module
delbot_platform.ai.embedding.embedding_config,delbot_platform/ai/embedding/embedding_config.py,ai,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.ai.embedding.embedding_request,delbot_platform/ai/embedding/embedding_request.py,ai,CANONICAL,4,0,KEEP,Canonical module
delbot_platform.ai.embedding.embedding_result,delbot_platform/ai/embedding/embedding_result.py,ai,CANONICAL,2,0,KEEP,Canonical module
delbot_platform.ai.embedding.providers.infinity_embedding_provider,delbot_platform/ai/embedding/providers/infinity_embedding_provider.py,ai,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.ai.process.__init__,delbot_platform/ai/process/__init__.py,ai,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.ai.process.process_info,delbot_platform/ai/process/process_info.py,ai,CANONICAL,4,0,KEEP,Canonical module
delbot_platform.ai.process.process_manager,delbot_platform/ai/process/process_manager.py,ai,CANONICAL,1,0,KEEP,Canonical module
delbot_platform.ai.process.process_monitor,delbot_platform/ai/process/process_monitor.py,ai,CANONICAL,1,0,KEEP,Canonical module
delbot_platform.ai.process.process_registry,delbot_platform/ai/process/process_registry.py,ai,CANONICAL,3,0,KEEP,Canonical module
delbot_platform.ai.recovery.__init__,delbot_platform/ai/recovery/__init__.py,ai,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.ai.recovery.recovery,delbot_platform/ai/recovery/recovery.py,ai,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.ai.registry.__init__,delbot_platform/ai/registry/__init__.py,ai,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.ai.registry.exceptions,delbot_platform/ai/registry/exceptions.py,ai,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.ai.registry.model_backend,delbot_platform/ai/registry/model_backend.py,ai,CANONICAL,3,0,KEEP,Canonical module
delbot_platform.ai.registry.model_backend_config,delbot_platform/ai/registry/model_backend_config.py,ai,CANONICAL,2,0,KEEP,Canonical module
delbot_platform.ai.registry.model_category,delbot_platform/ai/registry/model_category.py,ai,CANONICAL,7,0,KEEP,Canonical module
delbot_platform.ai.registry.model_info,delbot_platform/ai/registry/model_info.py,ai,CANONICAL,1,0,KEEP,Canonical module
delbot_platform.ai.registry.model_runtime,delbot_platform/ai/registry/model_runtime.py,ai,CANONICAL,3,0,KEEP,Canonical module
delbot_platform.ai.registry.registry,delbot_platform/ai/registry/registry.py,ai,CANONICAL,9,0,KEEP,Canonical module
delbot_platform.ai.vector_store.base_vector_store,delbot_platform/ai/vector_store/base_vector_store.py,ai,CANONICAL,1,0,KEEP,Canonical module
delbot_platform.ai.vector_store.providers.qdrant_vector_store,delbot_platform/ai/vector_store/providers/qdrant_vector_store.py,ai,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.api.__init__,delbot_platform/api/__init__.py,api,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.api.__main__,delbot_platform/api/__main__.py,api,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.api.main,delbot_platform/api/main.py,api,CANONICAL,1,0,KEEP,Canonical module
delbot_platform.api.routers.__init__,delbot_platform/api/routers/__init__.py,api,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.api.routes.workspace,delbot_platform/api/routes/workspace.py,api,CANONICAL,1,0,KEEP,Canonical module
delbot_platform.api.schemas.__init__,delbot_platform/api/schemas/__init__.py,api,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.application.__init__,delbot_platform/application/__init__.py,application,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.application.documents.__init__,delbot_platform/application/documents/__init__.py,application,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.application.documents.index,delbot_platform/application/documents/index.py,application,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.application.documents.index_repository,delbot_platform/application/documents/index_repository.py,application,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.application.factory.__init__,delbot_platform/application/factory/__init__.py,application,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.application.factory.application_factory,delbot_platform/application/factory/application_factory.py,application,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.application.repository.__init__,delbot_platform/application/repository/__init__.py,application,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.application.repository.ingest,delbot_platform/application/repository/ingest.py,application,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.application.research.__init__,delbot_platform/application/research/__init__.py,application,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.boot.__init__,delbot_platform/boot/__init__.py,boot,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.boot.boot_result,delbot_platform/boot/boot_result.py,boot,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.boot.boot_state,delbot_platform/boot/boot_state.py,boot,CANONICAL,1,0,KEEP,Canonical module
delbot_platform.boot.service_boot,delbot_platform/boot/service_boot.py,boot,CANONICAL,1,0,KEEP,Canonical module
delbot_platform.boot.service_health,delbot_platform/boot/service_health.py,boot,CANONICAL,1,0,KEEP,Canonical module
delbot_platform.boot.service_waiter,delbot_platform/boot/service_waiter.py,boot,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.config.__init__,delbot_platform/config/__init__.py,config,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.config.models,delbot_platform/config/models.py,config,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.config.validator,delbot_platform/config/validator.py,config,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.controller.__init__,delbot_platform/controller/__init__.py,controller,CANONICAL,0,0,KEEP,Canonical module
